id,claim,sentence,evidence,role
598,Bariatric surgery increases rates of postmenopausal breast cancer.,"Weight measures were available for 3,847 patients between 1 and 4 mo, 2,884 patients between 5 and 12 mo, and 2,258 patients between 13 and 48 mo post-procedure.",False,RESULTS
599,Bariatric surgery increases rates of postmenopausal breast cancer.,"Bariatric surgery patients exhibited rapid weight loss for the first four postoperative months, at a rate of 4.98 kg/mo (95% CI 4.88-5.08).",False,RESULTS
600,Bariatric surgery increases rates of postmenopausal breast cancer.,Slower weight loss was sustained to the end of 4 y. Gastric bypass (6.56 kg/mo) and sleeve gastrectomy (6.29 kg/mo) were associated with greater initial weight reduction than gastric banding (2.77 kg/mo).,False,RESULTS
601,Bariatric surgery increases rates of postmenopausal breast cancer.,"Protective hazard ratios (HRs) were detected for bariatric surgery for incident T2DM, 0.68 (95% CI 0.55-0.83); hypertension, 0.35 (95% CI 0.27-0.45); angina, 0.59 (95% CI 0.40-0.87);MI, 0.28 (95% CI 0.10-0.74); and obstructive sleep apnoea, 0.55 (95% CI 0.40-0.87).",False,RESULTS
602,Bariatric surgery increases rates of postmenopausal breast cancer.,"Strong associations were found between bariatric surgery and the resolution of T2DM, with a HR of 9.29 (95% CI 6.84-12.62), and between bariatric surgery and the resolution of hypertension, with a HR of 5.64 (95% CI 2.65-11.99).",False,RESULTS
603,Bariatric surgery increases rates of postmenopausal breast cancer.,"No association was detected between bariatric surgery and fractures, cancer, or stroke.",True,RESULTS
604,Bariatric surgery increases rates of postmenopausal breast cancer.,"Effect estimates for mortality found no protective association with bariatric surgery overall, with a HR of 0.97 (95% CI 0.66-1.43).",False,RESULTS
605,Bariatric surgery increases rates of postmenopausal breast cancer.,"The data used were recorded for the management of patients in primary care and may be subject to inaccuracy, which would tend to lead to underestimates of true relative effect sizes.   
",False,CONCLUSIONS
606,Bariatric surgery increases rates of postmenopausal breast cancer.,"CONCLUSIONS Bariatric surgery as delivered in the UK healthcare system is associated with dramatic weight loss, sustained at least 4 y after surgery.",False,CONCLUSIONS
607,Bariatric surgery increases rates of postmenopausal breast cancer.,"This weight loss is accompanied by substantial improvements in pre-existing T2DM and hypertension, as well as a reduced risk of incident T2DM, hypertension, angina, MI, and obstructive sleep apnoea.",False,CONCLUSIONS
608,Bariatric surgery increases rates of postmenopausal breast cancer.,Widening the availability of bariatric surgery could lead to substantial health benefits for many people who are morbidly obese.,False,CONCLUSIONS
609,Bariatric surgery leads to negative outcomes in mental health.,IMPORTANCE Bariatric surgery is associated with sustained weight loss and improved physical health status for severely obese individuals.,False,BACKGROUND
610,Bariatric surgery leads to negative outcomes in mental health.,"Mental health conditions may be common among patients seeking bariatric surgery; however, the prevalence of these conditions and whether they are associated with postoperative outcomes remains unknown.   
",False,BACKGROUND
611,Bariatric surgery leads to negative outcomes in mental health.,"OBJECTIVE To determine the prevalence of mental health conditions among bariatric surgery candidates and recipients, to evaluate the association between preoperative mental health conditions and health outcomes following bariatric surgery, and to evaluate the association between surgery and the clinical course of mental health conditions.   
",False,OBJECTIVE
612,Bariatric surgery leads to negative outcomes in mental health.,"DATA SOURCES We searched PubMed, MEDLINE on OVID, and PsycINFO for studies published between January 1988 and November 2015.",False,METHODS
613,Bariatric surgery leads to negative outcomes in mental health.,"Study quality was assessed using an adapted tool for risk of bias; quality of evidence was rated based on GRADE (Grading of Recommendations Assessment, Development and Evaluation) criteria.   
",False,METHODS
614,Bariatric surgery leads to negative outcomes in mental health.,"FINDINGS We identified 68 publications meeting inclusion criteria: 59 reporting the prevalence of preoperative mental health conditions (65,363 patients) and 27 reporting associations between preoperative mental health conditions and postoperative outcomes (50,182 patients).",False,RESULTS
615,Bariatric surgery leads to negative outcomes in mental health.,"Among patients seeking and undergoing bariatric surgery, the most common mental health conditions, based on random-effects estimates of prevalence, were depression (19% [95% CI, 14%-25%]) and binge eating disorder (17% [95% CI, 13%-21%]).",False,RESULTS
616,Bariatric surgery leads to negative outcomes in mental health.,There was conflicting evidence regarding the association between preoperative mental health conditions and postoperative weight loss.,False,RESULTS
617,Bariatric surgery leads to negative outcomes in mental health.,Neither depression nor binge eating disorder was consistently associated with differences in weight outcomes.,False,RESULTS
618,Bariatric surgery leads to negative outcomes in mental health.,"Bariatric surgery was, however, consistently associated with postoperative decreases in the prevalence of depression (7 studies; 8%-74% decrease) and the severity of depressive symptoms (6 studies; 40%-70% decrease).   
",True,RESULTS
619,Bariatric surgery leads to negative outcomes in mental health.,"CONCLUSIONS AND RELEVANCE Mental health conditions are common among bariatric surgery patients-in particular, depression and binge eating disorder.",False,CONCLUSIONS
620,Bariatric surgery leads to negative outcomes in mental health.,There is inconsistent evidence regarding the association between preoperative mental health conditions and postoperative weight loss.,False,CONCLUSIONS
621,Bariatric surgery leads to negative outcomes in mental health.,Moderate-quality evidence supports an association between bariatric surgery and lower rates of depression postoperatively.,True,CONCLUSIONS
622,Bariatric surgery leads to positive outcomes in mental health.,IMPORTANCE Bariatric surgery is associated with sustained weight loss and improved physical health status for severely obese individuals.,False,BACKGROUND
623,Bariatric surgery leads to positive outcomes in mental health.,"Mental health conditions may be common among patients seeking bariatric surgery; however, the prevalence of these conditions and whether they are associated with postoperative outcomes remains unknown.   
",False,BACKGROUND
624,Bariatric surgery leads to positive outcomes in mental health.,"OBJECTIVE To determine the prevalence of mental health conditions among bariatric surgery candidates and recipients, to evaluate the association between preoperative mental health conditions and health outcomes following bariatric surgery, and to evaluate the association between surgery and the clinical course of mental health conditions.   
",False,OBJECTIVE
625,Bariatric surgery leads to positive outcomes in mental health.,"DATA SOURCES We searched PubMed, MEDLINE on OVID, and PsycINFO for studies published between January 1988 and November 2015.",False,METHODS
626,Bariatric surgery leads to positive outcomes in mental health.,"Study quality was assessed using an adapted tool for risk of bias; quality of evidence was rated based on GRADE (Grading of Recommendations Assessment, Development and Evaluation) criteria.   
",False,METHODS
627,Bariatric surgery leads to positive outcomes in mental health.,"FINDINGS We identified 68 publications meeting inclusion criteria: 59 reporting the prevalence of preoperative mental health conditions (65,363 patients) and 27 reporting associations between preoperative mental health conditions and postoperative outcomes (50,182 patients).",False,RESULTS
628,Bariatric surgery leads to positive outcomes in mental health.,"Among patients seeking and undergoing bariatric surgery, the most common mental health conditions, based on random-effects estimates of prevalence, were depression (19% [95% CI, 14%-25%]) and binge eating disorder (17% [95% CI, 13%-21%]).",False,RESULTS
629,Bariatric surgery leads to positive outcomes in mental health.,There was conflicting evidence regarding the association between preoperative mental health conditions and postoperative weight loss.,False,RESULTS
630,Bariatric surgery leads to positive outcomes in mental health.,Neither depression nor binge eating disorder was consistently associated with differences in weight outcomes.,False,RESULTS
631,Bariatric surgery leads to positive outcomes in mental health.,"Bariatric surgery was, however, consistently associated with postoperative decreases in the prevalence of depression (7 studies; 8%-74% decrease) and the severity of depressive symptoms (6 studies; 40%-70% decrease).   
",True,RESULTS
632,Bariatric surgery leads to positive outcomes in mental health.,"CONCLUSIONS AND RELEVANCE Mental health conditions are common among bariatric surgery patients-in particular, depression and binge eating disorder.",False,CONCLUSIONS
633,Bariatric surgery leads to positive outcomes in mental health.,There is inconsistent evidence regarding the association between preoperative mental health conditions and postoperative weight loss.,False,CONCLUSIONS
634,Bariatric surgery leads to positive outcomes in mental health.,Moderate-quality evidence supports an association between bariatric surgery and lower rates of depression postoperatively.,True,CONCLUSIONS
635,Bariatric surgery reduces colorectal cancer.,BACKGROUND Bariatric surgery is becoming a more widespread treatment for obesity.,False,BACKGROUND
636,Bariatric surgery reduces colorectal cancer.,Comprehensive evidence of the long-term effects of contemporary surgery on a broad range of clinical outcomes in large populations treated in routine clinical practice is lacking.,False,BACKGROUND
637,Bariatric surgery reduces colorectal cancer.,"The objective of this study was to measure the association between bariatric surgery, weight, body mass index, and obesity-related co-morbidities.   
",False,BACKGROUND
